0,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model
390,Toyota,35900,crossover,84,3,Diesel,yes,2013,Land Cruiser Prado
391,Mercedes-Benz,NA,crossover,0,4.6,Petrol,yes,2016,GLS 500
392,Renault,11700,crossover,90,1.5,Diesel,yes,2011,Duster
393,Volkswagen,15200,crossover,58,2,Petrol,yes,2008,Tiguan
394,Mercedes-Benz,2500,sedan,111,2.3,Gas,yes,1992,E-Class
395,Volkswagen,16800,other,164,2,Diesel,yes,2010,T5 (Transporter)
396,BMW,50499,sedan,128,3,Diesel,yes,2013,730
397,Mercedes-Benz,2650,sedan,470,2,Gas,yes,1985,190
398,BMW,2250,sedan,300,2.5,Petrol,no,1997,523
399,Mercedes-Benz,9300,sedan,270,2.7,Diesel,yes,2001,E-Class
400,Toyota,11500,van,161,2.5,Diesel,yes,2002,Hiace
401,BMW,13000,sedan,304,4.4,Other,yes,2002,745
402,Mercedes-Benz,7500,sedan,319,3.2,Gas,yes,1997,S 320
403,Mercedes-Benz,17999,other,38,2,Petrol,yes,2009,CLC 200
404,Renault,7300,vagon,162,1.5,Diesel,yes,2006,Megane
405,Toyota,29900,crossover,117,3,Diesel,yes,2008,Land Cruiser Prado
406,Renault,4950,vagon,170,1.5,Diesel,yes,2004,Kangoo
407,Audi,36000,vagon,40,3,Diesel,yes,2010,Q7
408,Audi,1700,sedan,177,1.6,Petrol,no,1996,A4
409,Audi,12450,vagon,1,2,Diesel,yes,2008,A4
410,Volkswagen,13893.75,sedan,0,1.6,Petrol,yes,2016,Polo
411,Volkswagen,44600,crossover,60,3,Diesel,yes,2013,Touareg
412,Toyota,35138.29,crossover,0,2,Petrol,yes,2016,Rav 4
413,BMW,3500,sedan,313,2.5,Diesel,yes,1994,325
414,Mercedes-Benz,12800,other,260,2.7,Diesel,yes,2005,Sprinter 316
415,Volkswagen,27000,sedan,85,2,Diesel,yes,2013,Passat CC
416,Volkswagen,14800,sedan,143,2,Diesel,yes,2010,Passat B6
417,Renault,2200,other,155,1.6,Petrol,no,2004,Scenic
418,Volkswagen,2900,van,433,2.4,Diesel,no,1995,T4 (Transporter)
419,Audi,12000,sedan,200,6,Petrol,yes,2004,A8
420,Volkswagen,41000,crossover,180,3,Diesel,yes,2013,Touareg
421,Audi,16300,vagon,180,3.2,Petrol,yes,2006,A6 Allroad
422,Renault,5300,van,145,1.5,Other,yes,2010,Kangoo
423,Mercedes-Benz,40500,sedan,39,2.2,Diesel,yes,2015,E-Class
424,Mercedes-Benz,4300,van,300,2.2,Diesel,no,2005,Vito
425,Volkswagen,4000,crossover,137,2.5,Diesel,no,2004,Touareg
426,Volkswagen,9600,hatch,132,1.6,Petrol,yes,2007,Golf V
427,Mitsubishi,18000,crossover,112,3,Gas,yes,2008,Pajero Wagon
428,Renault,11300,vagon,184,1.5,Diesel,yes,2011,Megane
429,Volkswagen,4999,hatch,131,1.4,Petrol,yes,2002,Polo
430,Mercedes-Benz,24999,sedan,112,2.2,Diesel,yes,2012,C-Class
431,Toyota,23300,crossover,93,2.7,Other,yes,2011,Venza
432,Toyota,14900,crossover,124,4,Petrol,yes,2006,Fortuner
433,Audi,22800,sedan,184,2.7,Diesel,yes,2010,A6
434,Mercedes-Benz,35500,sedan,137,3,Diesel,yes,2011,E-Class
435,Volkswagen,15000,other,280,2.8,Diesel,yes,2006,LT
436,Toyota,8650,sedan,132,1.6,Petrol,yes,2008,Corolla
437,Mitsubishi,22400,crossover,96,2.5,Diesel,yes,2011,Pajero Sport
438,Mitsubishi,10400,sedan,123,2,Petrol,yes,2009,Lancer X
439,Mercedes-Benz,195000,crossover,2,5.5,Petrol,yes,2016,GLS 63
440,Audi,10500,vagon,198,4.2,Gas,yes,2005,A6 Allroad
441,Renault,11900,crossover,68,1.5,Diesel,yes,2011,Duster
442,BMW,36900,sedan,17,2,Petrol,yes,2013,520
443,BMW,24500,crossover,170,3,Diesel,yes,2006,X5
444,Volkswagen,4700,van,400,2.4,Diesel,yes,1999,T4 (Transporter)
445,Toyota,18100,hatch,30,1.6,Petrol,yes,2013,Auris
446,Mercedes-Benz,115000,sedan,47,4.6,Petrol,yes,2013,S 500
447,Mercedes-Benz,10900,sedan,217,3.2,Diesel,yes,2002,E-Class
448,BMW,7000,sedan,280,3,Petrol,yes,2001,530
449,Mercedes-Benz,NA,sedan,20,3,Diesel,yes,2015,S 350
450,Volkswagen,9999,vagon,161,2,Diesel,yes,2008,Passat B6
451,Mitsubishi,12300,other,160,2.5,Diesel,yes,2008,L 200
452,Volkswagen,67622.55,crossover,0,3,Diesel,yes,2016,Touareg
453,Volkswagen,18900,other,45,2,Diesel,yes,2013,Passat B7
454,Volkswagen,6999,sedan,248,1.8,Petrol,yes,2002,Passat B5
455,Mercedes-Benz,10250,sedan,261,1.8,Petrol,yes,2003,E-Class
456,Toyota,3500,sedan,286,1.6,Petrol,yes,2000,Corolla
457,BMW,13500,crossover,250,3,Diesel,no,2006,X5
458,BMW,2450,sedan,328,2.5,Diesel,no,1996,525
459,Volkswagen,7500,van,180,2.5,Diesel,yes,2004,T5 (Transporter) 
460,Volkswagen,4900,vagon,263,2,Diesel,no,2007,Passat B6
461,Audi,4600,vagon,242,NA,Diesel,no,2004,A6
462,Mercedes-Benz,5000,vagon,248,2,Gas,yes,1996,E-Class
463,BMW,29900,crossover,235,3,Diesel,yes,2009,X5
464,Renault,7000,sedan,110,1.4,Petrol,yes,2012,Symbol
465,Mitsubishi,11800,sedan,1,1.5,Gas,yes,2010,Lancer X
466,Mercedes-Benz,16500,van,223,2.2,Diesel,yes,2009,Vito
467,BMW,5300,sedan,147,2.2,Gas,no,2001,320
468,Mercedes-Benz,7200,van,200,2.2,Diesel,yes,2004,Vito
469,Volkswagen,8500,van,230,1.9,Diesel,yes,2008,Caddy
470,BMW,39000,crossover,180,3,Diesel,yes,2011,X5
471,Volkswagen,1850,vagon,270,1.9,Diesel,yes,2000,Passat B5
472,Audi,36100,sedan,75,3,Diesel,yes,2011,A7
473,Mitsubishi,3149.25,hatch,330,2,Gas,yes,1993,Galant
474,Renault,5800,van,159,1.5,Diesel,yes,2007,Kangoo
475,BMW,6700,sedan,370,2,Petrol,yes,1997,320
476,Renault,18988.13,crossover,0,1.5,Diesel,yes,2016,Duster
477,Mitsubishi,6300,sedan,128,NA,Petrol,yes,2007,Colt
478,BMW,7500,sedan,425,NA,Gas,yes,1996,535
479,Volkswagen,28660,van,0,1.6,Diesel,yes,2016,Caddy
480,BMW,2999,sedan,210,2,Other,no,1999,320
481,BMW,64500,crossover,1,2,Diesel,yes,2016,X5
482,Toyota,21500,crossover,135,2,Gas,yes,2007,Land Cruiser Prado
483,BMW,85555,sedan,10,3,Diesel,yes,2015,640
484,Volkswagen,8650,van,108,1.6,Diesel,yes,2013,Caddy
485,BMW,10600,sedan,1,3,Diesel,yes,2000,530
486,Toyota,6900,hatch,109,1.3,Gas,yes,2007,Yaris
487,Mercedes-Benz,2900,other,248,2,Petrol,no,1999,CLK 200
488,Mercedes-Benz,12250,other,185,2.2,Diesel,yes,2012,Vito
489,BMW,21700,crossover,101,2.5,Gas,yes,2007,X3
490,Mercedes-Benz,2000,sedan,320,2.2,Diesel,no,1998,E-Class
491,Audi,9900,vagon,284,2.5,Diesel,yes,2004,A6
492,Mercedes-Benz,5850,van,240,2.2,Diesel,yes,2001,Vito
493,Toyota,8200,vagon,204,1.4,Diesel,yes,2005,Corolla
494,Volkswagen,NA,sedan,381,2.5,Diesel,yes,2000,T4 (Transporter) 
495,Renault,7300,vagon,200,1.5,Diesel,yes,2008,Megane
496,Mitsubishi,8000,sedan,145,2,Gas,yes,2007,Lancer
497,Renault,6600,van,184,1.5,Diesel,yes,2012,Kangoo
498,Mercedes-Benz,22500,sedan,164,1.8,Gas,yes,2012,E-Class
499,Mercedes-Benz,13200,other,196,2.2,Other,yes,2012,Sprinter 313
500,Volkswagen,1200,other,300,1.4,Gas,yes,2000,Caddy
501,Volkswagen,8900,van,264,2.5,Diesel,yes,2003,T4 (Transporter)
502,Mitsubishi,9200,sedan,163,2,Petrol,yes,2008,Lancer X
503,Mercedes-Benz,10200,sedan,154,2.5,Petrol,yes,2006,C-Class
504,Mercedes-Benz,2700,sedan,121,2.5,Diesel,yes,1986,E-Class
505,Mercedes-Benz,9500,sedan,246,6,Petrol,yes,1997,S 600
506,Mitsubishi,26850,crossover,84,3.2,Diesel,yes,2012,Pajero Wagon
507,Audi,21900,crossover,183,4.2,Petrol,yes,2007,Q7
508,Volkswagen,1700,hatch,250,1.4,Petrol,no,1998,Polo
509,Mercedes-Benz,NA,crossover,0,2.2,Diesel,yes,2016,GLC-Class
510,Toyota,NA,crossover,49,4.5,Diesel,yes,2014,Land Cruiser 200
511,Volkswagen,6500,hatch,225,1.4,Petrol,yes,2000,Golf IV
512,Mitsubishi,10600,crossover,85,NA,Gas,yes,2006,Outlander
513,Renault,5000,vagon,34,1.5,Diesel,yes,2013,Logan
514,BMW,38000,sedan,74,2,Diesel,yes,2014,520
515,Volkswagen,9599,sedan,140,1.8,Petrol,yes,2008,Passat B6
516,Mercedes-Benz,10800,other,230,1.8,Petrol,yes,2006,C-Class
517,Toyota,18800,crossover,105,2,Gas,yes,2011,Rav 4
518,Mitsubishi,7650,sedan,133,1.5,Gas,yes,2008,Lancer
519,Renault,6300,vagon,125,2,Petrol,yes,2003,Laguna
520,BMW,5000,other,75,1.9,Petrol,no,1998,Z3
521,Toyota,28500,crossover,107,3.5,Gas,yes,2011,Highlander
522,BMW,13000,sedan,193,3.6,Petrol,yes,2003,735
523,Toyota,16999,crossover,157,2.7,Gas,yes,2007,Land Cruiser Prado
524,BMW,34500,other,160,3,Diesel,yes,2011,X5
525,Volkswagen,10900,vagon,204,2,Diesel,yes,2007,Passat B6
526,Mitsubishi,18999,crossover,121,3.8,Gas,yes,2008,Pajero Wagon
527,BMW,9800,sedan,350,3,Diesel,yes,2001,530
528,Volkswagen,4300,vagon,298,1.8,Petrol,yes,1998,Golf III
529,Audi,3900,vagon,260,2.5,Diesel,no,2003,A6
530,Volkswagen,13499,van,154,2,Diesel,yes,2013,T5 (Transporter) 
531,Audi,19990,sedan,127,2.8,Petrol,yes,2010,A6
532,Renault,3400,van,260,2.2,Diesel,no,2005,Espace
533,Toyota,27800,sedan,157,3.5,Petrol,yes,2011,Camry
534,Volkswagen,2300,hatch,320,1.6,Gas,yes,1989,Golf II
535,BMW,30500,sedan,630,NA,Petrol,yes,2010,523
536,Renault,7650,van,151,1.5,Diesel,yes,2012,Kangoo
537,Volkswagen,10000,van,220,1.9,Diesel,yes,2008,Caddy
538,Volkswagen,9700,vagon,130,1.6,Gas,yes,2008,Golf Variant
539,Audi,1950,sedan,320,19,Other,no,1996,A4
540,Audi,3800,sedan,270,2.5,Diesel,no,2000,A6
541,Toyota,26900,crossover,115,4,Gas,yes,2008,Land Cruiser Prado
542,BMW,NA,other,35,3,Petrol,yes,2008,630
543,Toyota,12600,sedan,205,2.4,Gas,yes,2006,Camry
544,Volkswagen,14899,van,158,2,Diesel,yes,2012,T5 (Transporter) 
545,Renault,4999,vagon,252,1.5,Diesel,yes,2007,Kangoo
546,BMW,57777,other,40,4,Diesel,yes,2012,X6
547,Volkswagen,12350,van,167,1.4,Petrol,yes,2011,Touran
548,Audi,7999,sedan,177,2.7,Gas,yes,2003,A6
549,BMW,21600,crossover,200,4.8,Other,yes,2007,X5
550,Mitsubishi,8000,sedan,67,1.5,Petrol,yes,2009,Lancer X
551,Volkswagen,6799,hatch,1,1.4,Gas,yes,1998,Golf IV
552,Toyota,25749.75,sedan,0,2.5,Petrol,yes,2016,Camry
553,Volkswagen,8899,vagon,198,1.9,Other,yes,2004,Passat B5
554,Mercedes-Benz,26800,sedan,162,5.5,Petrol,yes,2007,S 500
555,Toyota,25555,crossover,128,4.7,Gas,yes,2004,Land Cruiser 100
556,Audi,25000,crossover,112,3.2,Petrol,yes,2010,Q5
557,Volkswagen,15800,van,194,2,Diesel,yes,2012,T5 (Transporter) 
558,BMW,3150,sedan,200,2,Diesel,no,1999,320
559,Toyota,12300,sedan,157,2.4,Gas,yes,2007,Camry
560,Toyota,45500,crossover,45,3.5,Petrol,yes,2015,Highlander
561,Renault,6500,other,406,2.5,Diesel,yes,2004,Master
562,Toyota,18999,crossover,95,2,Petrol,yes,2011,Rav 4
563,BMW,8500,sedan,260,2.2,Gas,yes,2001,520
564,Mercedes-Benz,8500,van,350,2.2,Diesel,yes,2004,Sprinter 211
565,Toyota,13500,crossover,126,4,Petrol,no,2011,Land Cruiser Prado
566,Volkswagen,2200,sedan,180,1.9,Diesel,no,2003,Passat B5
567,Volkswagen,18500,vagon,125,2,Diesel,yes,2011,Passat B7
568,Toyota,8420,other,150,2.7,Gas,yes,2005,Tacoma
569,Audi,17500,vagon,144,2,Diesel,yes,2010,A4
570,Audi,9000,sedan,158,2,Gas,yes,2003,A4
571,Volkswagen,4400,hatch,238,1.6,Petrol,yes,1994,Golf III
572,BMW,NA,crossover,0,3,Diesel,yes,2016,X5
573,Renault,7500,van,200,2.2,Diesel,yes,2002,Espace
574,Toyota,17950,sedan,87,2.4,Petrol,yes,2010,Camry
575,BMW,51500,crossover,23,3,Petrol,yes,2013,X6
576,Mitsubishi,10800,crossover,165,3,Gas,yes,2007,Pajero Sport
577,Volkswagen,33700,van,11,1.4,Petrol,yes,2016,Touran
578,Volkswagen,17000,crossover,158,2.5,Diesel,yes,2007,Touareg
579,Volkswagen,11200,crossover,1,4.2,Petrol,yes,2004,Touareg
580,BMW,4500,sedan,140,3,Diesel,no,2000,530
581,Toyota,43999,other,0,2.8,Diesel,yes,2016,Hilux
582,Audi,39800,sedan,180,4.2,Other,yes,2012,A8
583,BMW,6500,sedan,272,2.8,Petrol,yes,1996,328
584,Volkswagen,18700,vagon,196,2,Diesel,yes,2011,Passat B7
585,Audi,38500,vagon,75,2,Diesel,yes,2013,Q3
586,BMW,8200,sedan,241,2,Petrol,yes,1998,320
587,Audi,7500,vagon,240,2,Petrol,yes,2002,A4
588,Toyota,11550,sedan,95,2.4,Petrol,yes,2007,Camry
589,Mercedes-Benz,39500,sedan,30,1.6,Petrol,yes,2014,C-Class
590,Volkswagen,6200,sedan,161,4.2,Gas,no,2004,Phaeton
591,BMW,17200,crossover,308,4.6,Gas,yes,2003,X5
592,BMW,2900,sedan,280,2.5,Diesel,no,1997,525
593,Renault,14600,other,169,2.3,Diesel,yes,2013,Master
594,BMW,34900,crossover,110,4.4,Petrol,yes,2010,X6
595,Toyota,164500,crossover,0,4.5,Diesel,yes,2015,Land Cruiser 200
596,Audi,NA,crossover,1,3,Diesel,yes,2016,A6 Allroad
597,BMW,15299,other,136,NA,Petrol,yes,2008,523
598,Mercedes-Benz,7000,other,170,2.2,Petrol,no,2001,CLK 220
599,Mercedes-Benz,32000,van,255,3,Diesel,yes,2008,Sprinter 318
600,Renault,7500,vagon,168,1.5,Diesel,yes,2005,Grand Scenic
601,Volkswagen,9000,other,217,2.5,Diesel,yes,2005,T5 (Transporter)
602,Mitsubishi,7000,sedan,180,1.6,Gas,yes,2004,Lancer
603,Mercedes-Benz,199999,crossover,0,5.5,Petrol,yes,2016,GLS 63
604,Audi,2700,sedan,234,2.5,Other,no,2000,A6
605,Volkswagen,10950,van,165,2,Diesel,yes,2012,Caddy
606,Toyota,15500,sedan,120,3.5,Petrol,yes,2008,Camry
607,Mercedes-Benz,8700,sedan,210,5,Petrol,yes,1997,S 500
608,Mercedes-Benz,6000,van,200,2.2,Diesel,yes,2000,Vito
609,Mitsubishi,16950,crossover,135,3,Gas,yes,2008,Pajero Wagon
610,Mercedes-Benz,15000,crossover,400,3,Diesel,yes,1997,Sprinter 212
611,Toyota,26500,crossover,102,2.5,Diesel,yes,2013,Hilux
612,Mercedes-Benz,3100,vagon,400,2.2,Diesel,no,2002,C-Class
613,Toyota,59900,crossover,90,4.5,Diesel,yes,2012,Land Cruiser 200
614,Toyota,63000,crossover,3,4.2,Diesel,yes,2013,Land Cruiser 76
615,Mercedes-Benz,19800,crossover,218,3,Diesel,yes,2006,ML 280
616,Volkswagen,13000,van,110,1.9,Diesel,yes,2009,T5 (Transporter)
617,Audi,12200,sedan,130,2.4,Petrol,yes,2006,A6
618,Mitsubishi,5700,other,170,1.3,Petrol,yes,2006,Colt
619,Audi,2550,sedan,370,2.5,Diesel,no,1998,A6
620,Toyota,13500,sedan,144,3.5,Gas,yes,2007,Camry
621,Renault,10200,van,183,2,Diesel,yes,2012,Trafic
622,Audi,13000,other,161,1.8,Gas,yes,2001,TT
623,Volkswagen,10500,sedan,210,5,Diesel,yes,2004,Phaeton
624,BMW,3100,sedan,315,2.5,Diesel,no,1998,525
625,BMW,9400,sedan,221,4.4,Gas,yes,2004,745
626,Audi,10000,sedan,206,2.5,Diesel,yes,2003,A6
627,Mitsubishi,4200,sedan,270,2,Gas,yes,1998,Galant
628,Renault,7500,sedan,131,1.6,Petrol,yes,2009,Megane
629,Mercedes-Benz,38600,other,12,1.8,Petrol,yes,2012,E-Class
630,Toyota,8900,hatch,140,1.6,Petrol,yes,2008,Auris
631,Renault,4800,van,113,15,Diesel,yes,2006,Kangoo
632,Toyota,24000,crossover,270,4.2,Diesel,yes,1994,Land Cruiser 80
633,Mercedes-Benz,51500,other,75,6.3,Petrol,yes,2009,CL 63 AMG
634,Mercedes-Benz,5100,sedan,270,3.2,Diesel,no,2001,S 320
635,Mitsubishi,4999,sedan,60,1.6,Petrol,yes,2007,Lancer
636,Mitsubishi,6666,sedan,162,NA,Petrol,yes,2007,Lancer
637,Mitsubishi,9450,sedan,125,2,Gas,yes,2008,Lancer X
638,Audi,3850,vagon,215,2.5,Diesel,no,2002,A6
639,Renault,7800,vagon,170,1.5,Diesel,no,2013,Megane
640,Audi,49700,crossover,80,3,Diesel,yes,2013,Q7
641,Mitsubishi,9000,sedan,78,2.4,Gas,yes,2006,Galant
642,Toyota,18990,crossover,95,2,Petrol,yes,2011,Rav 4
643,Mitsubishi,7200,sedan,102,1.6,Petrol,yes,2007,Lancer
644,BMW,117000,crossover,1,NA,Other,yes,2016,X6 M
645,Volkswagen,11900,other,112,2,Diesel,yes,2011,T6 (Transporter) 
646,Toyota,2800,sedan,287,1.3,Petrol,yes,1995,Corolla
647,Volkswagen,2200,sedan,272,1.9,Diesel,no,1998,Passat B5
648,Mitsubishi,17500,crossover,170,3.8,Gas,yes,2008,Pajero Wagon
649,Audi,49900,other,79,4.2,Petrol,yes,2007,R8
650,Volkswagen,8650,van,238,2.5,Diesel,yes,2002,T4 (Transporter)
651,Audi,8800,sedan,205,1.8,Petrol,yes,2003,A4
652,Mercedes-Benz,69999,crossover,0,2.2,Diesel,yes,2016,GLE-Class
653,Volkswagen,8910.53,hatch,103,1.4,Petrol,yes,2012,Polo
654,Toyota,15500,crossover,165,2.7,Gas,yes,2005,Land Cruiser Prado
655,Audi,19500,crossover,175,3.6,Petrol,yes,2007,Q7
656,Toyota,27700,sedan,21,2.5,Petrol,yes,2015,Camry
657,Volkswagen,9600,van,255,1.9,Diesel,yes,2004,T5 (Transporter)
658,BMW,12500,crossover,176,3,Gas,yes,2002,X5
659,Audi,4799,vagon,260,2.5,Diesel,no,2002,A6 Allroad
660,Toyota,20900,sedan,70,2.5,Petrol,yes,2012,Camry
661,Audi,14900,sedan,203,2.8,Petrol,yes,2008,A6
662,Toyota,12750,hatch,164,1.4,Diesel,yes,2012,Auris
663,BMW,5900,hatch,243,2,Petrol,no,2006,116
664,Mercedes-Benz,2700,sedan,400,2.9,Diesel,yes,1997,E-Class
665,Audi,4700,sedan,400,2.6,Petrol,yes,1996,A6
666,Audi,9500,other,0,NA,Other,yes,2003,A6
667,BMW,77000,other,64,4.4,Petrol,yes,2012,M6
668,Renault,5900,van,250,1.9,Diesel,yes,2005,Trafic
669,Volkswagen,24000,sedan,67,1.8,Petrol,yes,2012,Passat CC
670,Audi,18400,vagon,151,2,Diesel,yes,2010,A4
671,Mercedes-Benz,56800,sedan,74,6.3,Petrol,yes,2010,S 63 AMG
672,Renault,8000,hatch,50,1.6,Petrol,yes,2012,Sandero
673,Mercedes-Benz,5000,sedan,382,2,Petrol,yes,1994,E-Class
674,Mitsubishi,9900,sedan,98,2,Petrol,yes,2009,Lancer X
675,Mercedes-Benz,18900,other,111,2.5,Petrol,yes,2009,C-Class
676,Toyota,20500,crossover,139,4,Gas,yes,2005,Land Cruiser Prado
677,Volkswagen,2500,vagon,232,1.6,Petrol,no,2001,Golf IV
678,Renault,9000,vagon,179,1.5,Diesel,yes,2010,Megane
679,Renault,7700,sedan,100,1.6,Gas,yes,2008,Megane
680,Audi,32300,hatch,54,2.8,Petrol,yes,2011,A6
681,Mercedes-Benz,72700,van,42,2.2,Diesel,yes,2014,V 250
682,Renault,6200,sedan,246,1.4,Petrol,yes,2005,Megane
683,Audi,4000,sedan,400,2,Petrol,yes,1992,100
684,Toyota,9003.15,sedan,43,1.3,Petrol,yes,2014,Corolla
685,Mercedes-Benz,14900,other,195,3.2,Gas,yes,1999,CLK 320
686,Mercedes-Benz,NA,van,0,2.2,Diesel,yes,2016,V 250
687,Audi,2200,sedan,250,NA,Diesel,no,2001,A6
688,Volkswagen,NA,van,1,NA,Diesel,yes,2005,Caddy
689,BMW,65393.25,crossover,0,2,Diesel,yes,2016,X5
690,Renault,9000,van,158,2,Diesel,yes,2012,Trafic
691,Audi,NA,sedan,60,6.3,Petrol,yes,2013,A8
692,Audi,8500,sedan,253,2.5,Diesel,yes,2001,A6
693,Renault,5900,hatch,171,1.5,Other,yes,2005,Megane
694,Mitsubishi,5100,hatch,250,1.3,Gas,yes,2006,Colt
695,Mercedes-Benz,40500,sedan,108,5.5,Petrol,yes,2010,S 500
696,Audi,8600,sedan,154,1.8,Petrol,yes,2001,A6
697,Mitsubishi,5900,sedan,142,1.6,Gas,yes,2005,Lancer
698,Volkswagen,17900,other,123,1.8,Petrol,yes,2010,Passat CC
699,BMW,34400,crossover,37,2,Diesel,yes,2013,X1
700,BMW,13500,sedan,138,2.5,Petrol,yes,2004,525
701,Renault,9600,van,175,2,Diesel,yes,2007,Trafic
702,Mercedes-Benz,15000,other,82,1.8,Petrol,yes,2004,SLK 200
703,Mercedes-Benz,22000,other,53,3,Petrol,yes,2007,CLK 280
704,Volkswagen,13700,other,200,2.5,Diesel,yes,2005,Touareg
705,BMW,38000,sedan,61,NA,Petrol,yes,2013,535
706,Toyota,18800,sedan,47,2.4,Petrol,yes,2009,Camry
707,Volkswagen,7600,hatch,127,1.4,Petrol,yes,2007,Polo
708,Toyota,11950,hatch,120,1.4,Petrol,yes,2013,Auris
709,Audi,11300,sedan,202,2.7,Diesel,no,2008,A6
710,Volkswagen,13500,van,43,2,Diesel,yes,2014,T5 (Transporter) 
711,Toyota,11990,sedan,129,2.4,Petrol,yes,2007,Camry
712,Toyota,16500,other,130,2.7,Gas,yes,2004,Land Cruiser Prado
713,BMW,19000,crossover,215,3,Diesel,yes,2006,X5
714,Renault,5500,van,160,1.5,Diesel,yes,2005,Kangoo
715,BMW,39999,sedan,45,3,Petrol,yes,2011,535
716,Toyota,15500,sedan,140,2.4,Gas,yes,2007,Camry
717,Mitsubishi,11700,crossover,197,3,Gas,yes,2006,Pajero Sport
718,Volkswagen,2750,vagon,1,1.9,Diesel,no,2001,Passat B5
719,Renault,7150,vagon,1,1.5,Diesel,yes,2005,Megane
720,BMW,10500,hatch,220,2,Petrol,yes,2005,118
721,Mercedes-Benz,24900,sedan,97,1.8,Petrol,yes,2012,E-Class
722,Toyota,NA,sedan,24,2.5,Petrol,yes,2015,Camry
723,Mercedes-Benz,26000,other,22,1.8,Petrol,yes,2014,C-Class
724,Mercedes-Benz,21500,crossover,148,6.2,Petrol,yes,2008,ML 63 AMG
725,BMW,2222,sedan,268,1.8,Petrol,no,1996,318
726,BMW,2900,vagon,236,2,Diesel,no,2001,320
727,Volkswagen,4600,hatch,1,1.8,Gas,yes,1996,Golf III
728,Mercedes-Benz,3200,sedan,198,2,Gas,yes,1992,190
729,Mitsubishi,19400,crossover,78,2.4,Petrol,yes,2012,Outlander XL
730,Renault,4000,sedan,215,1.9,Diesel,no,2005,Laguna
731,BMW,65099,crossover,0,2,Diesel,yes,2016,X5
732,BMW,53999,sedan,80,2.99,Diesel,yes,2012,550
733,Renault,9200,vagon,155,1.5,Diesel,yes,2010,Clio
734,Mitsubishi,19400,crossover,78,NA,Petrol,yes,2012,Outlander XL
735,Mercedes-Benz,109999,van,0,2.2,Diesel,yes,2016,V 250
736,Mercedes-Benz,23500,van,170,2.2,Diesel,yes,2011,Vito
737,Audi,4800,sedan,390,2.6,Petrol,yes,1993,100
738,Toyota,13500,sedan,100,2.4,Petrol,yes,2007,Camry
739,Toyota,8700,sedan,131,1.6,Gas,yes,2007,Corolla
740,Mercedes-Benz,12300,sedan,423,5,Gas,yes,1997,S 500
741,Mitsubishi,7900,other,148,1.8,Petrol,yes,2003,Pajero Pinin
742,Volkswagen,10700,van,153,2,Diesel,yes,2010,Caddy
743,Renault,6800,van,185,1.6,Other,yes,2006,Kangoo
744,Renault,8500,van,157,1.5,Diesel,no,2013,Scenic
745,Mitsubishi,18700,crossover,97,3.2,Diesel,yes,2009,Pajero Wagon
746,BMW,1900,vagon,285,2.5,Diesel,no,1997,525
747,Mercedes-Benz,15500,van,75,2,Diesel,yes,2011,Vito
748,Volkswagen,8700,hatch,148,1.4,Other,yes,2008,Polo
749,Mercedes-Benz,47300,sedan,121,3,Diesel,yes,2012,S 350
750,BMW,5000,sedan,400,2.5,Petrol,yes,1991,525
751,Toyota,24000,crossover,73,4,Petrol,yes,2008,Land Cruiser Prado
752,Volkswagen,14800,sedan,85,1.4,Petrol,yes,2013,Jetta
753,Mitsubishi,5500,crossover,1,2,Petrol,yes,1986,Pajero
754,Mercedes-Benz,6400,van,290,2.2,Diesel,yes,1999,Vito
755,Mitsubishi,19000,crossover,139,2.4,Gas,yes,2011,Outlander XL
756,Mercedes-Benz,11700,van,211,2.2,Diesel,yes,2007,Vito
757,Volkswagen,6500,vagon,101,2,Diesel,yes,2011,Passat B6
758,Volkswagen,4999,sedan,145,2,Petrol,yes,2000,Bora
759,Volkswagen,1900,hatch,100,1.6,Petrol,yes,1989,Golf II
760,Renault,8999,vagon,100,1.5,Diesel,yes,2009,Kangoo
761,Volkswagen,12700,van,164,1.6,Diesel,yes,2012,Touran
762,Mercedes-Benz,2200,sedan,168,2,Petrol,no,1994,E-Class
763,BMW,32500,vagon,65,2,Petrol,yes,2014,328
764,Volkswagen,16800,vagon,149,1.4,Gas,yes,2013,Passat B7
765,Mercedes-Benz,8999,van,360,2.2,Diesel,yes,2006,Vito
766,Audi,2500,sedan,407,2.8,Gas,no,1999,A6
767,BMW,37000,sedan,95,4.4,Petrol,yes,2011,750
768,Volkswagen,19500,sedan,82,1.8,Petrol,yes,2011,Passat B7
769,Volkswagen,10900,van,240,2.5,Diesel,yes,2007,T5 (Transporter)
770,BMW,36500,sedan,33,2,Diesel,yes,2014,328
771,Renault,7300,van,154,1.5,Diesel,yes,2012,Kangoo
772,BMW,17500,vagon,125,3,Diesel,yes,2006,530
773,Audi,24500,sedan,122,4,Diesel,yes,2008,A8
774,Toyota,15500,crossover,146,2.4,Gas,yes,2008,Rav 4
775,Mercedes-Benz,4050,sedan,200,NA,Diesel,yes,2001,S 320
776,Mitsubishi,25000,crossover,0,2,Petrol,yes,2016,Outlander
777,Mercedes-Benz,11900,sedan,167,1.8,Petrol,yes,2005,C-Class
778,Mercedes-Benz,8000,van,40,2.9,Diesel,yes,1999,Sprinter 212
779,Mitsubishi,16900,crossover,126,3,Gas,yes,2008,Pajero Wagon
